@relation sg2$data

@attribute regioncentroidcol numeric
@attribute regioncentroidrow numeric
@attribute regionpixelcount numeric
@attribute shortlinedensity5 numeric
@attribute shortlinedensity2 numeric
@attribute vedgemean numeric
@attribute vegdesd numeric
@attribute hedgemean numeric
@attribute hedgesd numeric
@attribute intensitymean numeric
@attribute rawredmean numeric
@attribute rawbluemean numeric
@attribute rawgreenmean numeric
@attribute exredmean numeric
@attribute exbluemean numeric
@attribute exgreenmean numeric
@attribute valuemean numeric
@attribute saturationmean numeric
@attribute huemean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
223,150,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
72,31,9,0,0,111111,14963,133333,0711108,135926,129889,145556,132333,-181111,288889,-107778,145556,0107616,-225501,sky
193,125,9,0,0,505556,255096,194444,187873,374444,323333,475556,324444,-153333,303333,-15,475556,0321825,-210069,cement
103,130,9,0,0,0333333,0,0277778,0389682,0777778,0,233333,0,-233333,466667,-233333,233333,1,-20944,foliage
146,124,9,0,0,05,0166667,0388889,0107407,603704,744444,733333,333333,422222,388889,-811111,766667,0563492,-102473,brickface
67,34,9,0,0,111111,122323,0555556,0583731,542593,462222,703333,462222,-241111,482222,-241111,703333,034747,-209452,cement
130,189,9,0,0,0888889,0340741,116667,0922222,12,944444,101111,164444,-766667,-566667,133333,164444,0439443,219414,grass
234,161,9,0,0,0888889,0501849,161111,140502,19037,151111,17,25,-117778,-611111,178889,25,0395599,229274,grass
83,133,9,0111111,0,233333,213957,116667,106979,486667,415556,625556,418889,-213333,416667,-203333,625556,0339145,-211179,cement
96,236,9,0,0,172222,384074,172222,112963,13963,107778,124444,186667,-955556,-455556,141111,186667,0424235,232063,grass
41,77,9,0111111,0,177778,0651851,161111,157407,5,122222,102222,355556,-113333,156667,-433333,102222,0891608,-235488,foliage
161,135,9,0,0,00555556,0136083,0111111,0172133,125926,0777778,3,0,-144444,522222,-377778,3,1,-182221,window
158,76,9,0,0,0833333,0658281,327778,306534,348519,318889,42,306667,-888889,214444,-125556,42,027031,-19815,cement
241,90,9,0,0111111,566667,233778,677778,63763,9,477778,156667,655556,-126667,20,-733333,156667,0762919,-226639,foliage
240,58,9,0,0,105555,0774072,1,0711108,927037,768889,118556,826667,-474444,775556,-301111,118556,0351331,-22393,sky
84,65,9,0,0,0722221,0374072,2,0711109,125667,115333,141667,120,-31,48,-17,141667,0185658,-227374,sky
157,20,9,0,0,133333,0760117,494444,447917,354815,32,427778,316667,-104444,218889,-114444,427778,0261958,-20452,cement
185,102,9,0,0,110556,737074,0444445,0207407,567778,511111,691111,501111,-17,37,-20,691111,0274353,-203405,cement
41,150,9,0,0,177778,194074,216667,15,207407,162222,292222,167778,-135556,254444,-118889,292222,0441573,-213488,cement
222,145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
228,20,9,0,0,105555,0490655,0833333,0752773,125,114,140556,120444,-33,466667,-136667,140556,0188892,-234801,sky
212,81,9,0,0,072222,0107409,0833332,00777789,921852,772222,118444,808889,-448889,787778,-338889,118444,0347902,-21874,sky
196,93,9,0,0,177778,256296,15,0922222,5,2,933333,366667,-9,13,-4,933333,080862,-232942,foliage
170,154,9,0,0,0111111,0172133,00555556,0136083,00740741,0,0222222,0,-0222222,0444444,-0222222,0222222,0222222,-20944,window
91,247,9,0,0,266667,124722,222222,142465,126296,955556,124444,158889,-922222,-0555556,977778,158889,0401833,255309,grass
41,93,9,0,0,072222,0151851,105555,139629,112296,103889,128,105,-252222,471111,-218889,128,0188313,-214142,sky
8,226,9,0,0,288889,198513,111111,045542,18,14,157778,242222,-12,-666667,186667,242222,0424404,227303,grass
41,61,9,0,0,205556,157407,155556,194074,217407,203333,287778,161111,-422222,211111,-168889,287778,0437042,-173729,brickface
80,95,9,0,0,122222,100741,0944444,0551851,214074,213333,266667,162222,-0222222,157778,-155556,266667,0390436,-156733,brickface
58,95,9,0,0,216667,163333,194444,0685186,444444,122222,9,311111,-966667,136667,-4,9,0874917,-23338,foliage
197,236,9,0,0,244444,682963,333333,76,160741,131111,166667,184444,-888889,177778,711111,185556,0292729,27898,grass
207,58,9,0,0,0833331,0459469,1,0421638,122,110111,138778,117111,-356667,503333,-146667,138778,0206503,-234927,sky
156,86,9,0,0,227778,0389682,0277778,0250924,204444,158889,285556,168889,-136667,243333,-106667,285556,0444698,-217828,window
240,79,9,0,0,162778,40863,141667,155322,327778,243333,457778,282222,-253333,39,-136667,457778,0489062,-22863,foliage
89,68,9,0,0,405556,304074,238889,121852,177037,176667,23,124444,-0111111,158889,-157778,23,0462002,-156397,brickface
143,34,9,0,0,105555,0928956,138889,0879814,125481,113667,142,120778,-354444,495556,-141111,142,0199516,-235727,sky
169,98,9,0,0,0722221,015185,166667,0755554,923333,773333,116889,827778,-45,736667,-286667,116889,0338288,-223852,sky
197,144,9,0,0,0944444,0712325,0388889,0490653,0703704,0333333,166667,0111111,-111111,288889,-177778,166667,0861111,-198694,window
62,26,9,0,0,0777777,0272165,0444444,0403686,112222,983333,130889,107444,-416667,56,-143333,130889,0248698,-238614,sky
134,194,9,0,0,261111,121868,522222,443555,58963,528889,715556,524444,-182222,377778,-195556,715556,0273444,-208189,path
54,91,9,0,0,144444,154074,0833333,0255556,325926,0555556,8,122222,-811111,142222,-611111,8,0944811,-218672,foliage
146,72,9,0,0,0944444,0507407,166667,0577776,262222,237778,354444,194444,-733333,276667,-203333,354444,0450926,-180787,brickface
230,180,9,0111111,0,111111,0518518,194444,126296,138519,966667,131111,187778,-125556,-222222,147778,187778,0486883,248792,grass
196,161,9,0,0,277778,554073,117778,939852,41963,365556,512222,381111,-162222,277778,-115556,513333,0282125,-238829,path
87,135,9,0,0,0388889,0240741,0333333,0177778,0962963,0,277778,0111111,-288889,544444,-255556,277778,1,-211755,foliage
235,81,9,0,0,138889,0418518,0777778,0296296,348148,1,744444,2,-744444,118889,-444444,744444,0881217,-224813,foliage
76,106,9,0,0,183333,354444,222222,371852,366667,1,788889,211111,-8,126667,-466667,788889,0903571,-225554,foliage
149,117,9,0222222,0,0833333,0255556,1,0444445,212222,211111,263333,162222,-0333333,153333,-15,263333,0382629,-157448,brickface
69,92,9,0111111,0,188889,451852,2,102222,193704,202222,233333,145556,255556,118889,-144444,233333,0376574,-140824,brickface
235,195,9,0,0,188889,209408,3,173845,483333,427778,596667,425556,-166667,34,-173333,596667,0290585,-20811,path
174,145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
137,66,9,0,0,261111,304074,294444,388518,284074,253333,382222,216667,-922222,294444,-202222,382222,0430558,-184499,brickface
121,113,9,0,0,172222,152963,294444,152963,202593,20,254444,153333,-0777778,155556,-147778,254444,0396589,-158561,brickface
74,215,9,0,0,0444445,00740741,05,0122222,692593,511111,444444,112222,-544444,-744444,128889,112222,0603704,199116,grass
35,42,9,0111111,0,105556,0151851,138889,0507407,225926,20,311111,166667,-777778,255556,-177778,311111,0462752,-184249,brickface
143,20,9,0,0,111112,075031,127778,0928959,127333,116778,142667,122556,-316667,46,-143333,142667,0181475,-232692,sky
131,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
127,143,9,0,0,15,0122222,0888889,0607407,418518,0888889,944444,222222,-988889,157778,-588889,944444,0915376,-225741,foliage
157,221,9,0,0,105556,064693,122222,0620633,121111,102222,811111,18,-566667,-12,176667,18,054918,187715,grass
59,141,9,0111111,0,238889,15408,216667,127802,126667,788889,185556,115556,-143333,176667,-333333,185556,0585775,-245157,foliage
239,123,9,0,0,05,00777777,05,0166667,151852,0,422222,0333333,-455556,811111,-355556,422222,1,-216409,foliage
27,106,9,0,0,0611111,0418518,127778,0596296,218519,0333333,488889,133333,-555556,811111,-255556,488889,095172,-227407,foliage
25,91,9,0,0,161111,437407,138889,0996296,388889,0888889,811111,266667,-9,126667,-366667,811111,0911448,-235458,foliage
74,127,9,0,0,483333,364996,166667,124722,452593,394444,573333,39,-174444,362222,-187778,573333,0317325,-206104,cement
92,44,9,0111111,0,0722223,0574135,116667,104881,123815,113444,138111,119889,-311111,428889,-117778,138111,0178428,-236728,sky
92,70,9,0111111,0,111111,136083,0777777,0655461,611111,534444,77,528889,-23,476667,-246667,77,0314365,-207083,cement
38,112,9,0,0,0555556,0385185,1,00888888,622222,7,811111,355556,233333,566667,-8,811111,0559171,-127399,brickface
138,133,9,0,0,0666667,0444444,116667,0211111,644444,777778,788889,366667,4,433333,-833333,822222,0558201,-107766,brickface
118,126,9,0,0,0666667,04,183333,212222,205556,161111,286667,168889,-133333,243333,-11,286667,0437078,-21588,cement
85,70,9,0,0,127778,072963,183333,114444,236667,23,301111,178889,-2,193333,-173333,301111,0406015,-16496,brickface
201,135,9,0,0,0555555,0296296,0888889,0074074,551852,711111,644444,3,477778,277778,-755556,744444,0599427,-0892179,brickface
59,111,9,0,0,0277778,0151852,05,0122222,544444,644444,7,288889,3,466667,-766667,722222,060119,-118139,brickface
124,183,9,0,0,177778,0429629,227778,41963,181852,142222,171111,232222,-118889,-322222,151111,232222,0389882,242802,grass
85,124,9,0,0,122222,0934919,238889,167884,146667,755556,241111,123333,-213333,283333,-7,241111,0691123,-239668,foliage
99,149,9,0,0,366667,457777,211111,158518,213704,166667,30,174444,-141111,258889,-117778,30,0445172,-214179,cement
120,89,9,0111111,0,4,955555,583333,118555,104815,577778,171111,855556,-141111,198889,-577778,171111,0686685,-235679,foliage
244,193,9,0,0,205556,222527,388889,363114,161852,133333,142222,21,-855556,-588889,144444,21,0378871,22221,grass
99,132,9,0,0,0444444,0385185,0555555,0785185,0740741,0111111,2,0111111,-188889,377778,-188889,2,0981482,-20944,foliage
163,166,9,0,0,177778,10963,244444,105185,16963,123333,163333,222222,-138889,-188889,157778,222222,0446214,251583,grass
210,114,9,0,0,127778,130741,0611111,0062963,161852,114444,25,121111,-142222,264444,-122222,25,0546207,-214166,window
65,54,9,0,0,177778,167407,272222,432963,245926,227778,325556,184444,-544444,238889,-184444,325556,0432167,-176075,brickface
252,36,9,0,0,0944443,01963,1,0222216,135296,128556,146111,131222,-202222,324444,-122222,146111,012003,-224716,sky
183,185,9,0,0,288889,142465,577778,555645,44963,406667,55,392222,-128889,301111,-172222,55,028574,-200499,path
76,64,9,0,0,222222,54963,288889,434074,236296,217778,312222,178889,-555556,227778,-172222,312222,0424819,-175671,brickface
47,121,9,0,0,0888889,10256,488889,320878,536667,468889,668889,472222,-203333,396667,-193333,668889,0300672,-211023,cement
217,195,9,0,0,422222,328408,238889,210203,450741,396667,555556,40,-162222,314444,-152222,555556,0292957,-211857,path
48,202,9,0,0111111,338889,162504,483333,4092,58,52,71,51,-18,39,-21,71,0284515,-204594,path
200,13,9,0,0,177778,185792,0277778,0250924,92963,611111,158889,588889,-955556,197778,-102222,158889,0632739,-207413,window
229,124,9,0,0,0888889,0074074,0888889,0340741,588889,711111,711111,344444,366667,366667,-733333,755556,0545855,-103766,brickface
9,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foliage
140,181,9,0111111,0,0833333,0477778,127778,170741,192963,154444,184444,24,-115556,-255556,141111,24,0357668,245847,grass
188,186,9,0,0,0888888,0162962,0777778,0207407,185185,153333,182222,22,-955556,-0888889,104444,22,0301883,25874,grass
154,128,9,0,0,05,03,0333333,00444444,596296,733333,722222,333333,411111,377778,-788889,766667,0563713,-100505,brickface
78,72,9,0,0,111111,100741,105556,0729631,125556,115333,140556,120778,-306667,45,-143333,140556,017933,-232084,sky
34,164,9,0,0,0888889,0403687,127778,0490653,113333,922222,103333,144444,-633333,-3,933333,144444,0367923,229112,grass
112,90,9,0,0,738889,694556,127778,0879814,651852,576667,797778,581111,-225556,437778,-212222,797778,0278345,-210881,cement
186,98,9,0,0,127778,118165,594444,30798,33963,31,41,298889,-888889,211111,-122222,41,0265698,-196031,cement
233,81,9,0,0,0611113,0329631,105556,0551853,904074,756667,116444,791111,-442222,781111,-338889,116444,0350039,-218233,sky
121,82,9,0,0,0555556,0344266,0611111,0443054,106519,928889,125889,100778,-408889,581111,-172222,125889,0262093,-234487,sky
24,83,9,0,0,277778,491852,361111,237407,187407,191111,232222,138889,111111,134444,-145556,233333,0399927,-145682,brickface
107,210,9,0,0,0944445,0596296,183333,0655555,151111,112222,142222,198889,-116667,-266667,143333,198889,0435769,24616,grass
103,174,9,0111111,0,144444,116746,166667,126491,231852,206667,198889,29,-755556,-988889,174444,29,032797,20337,grass
145,248,9,0,0,205556,171809,211111,137706,268889,232222,251111,323333,-11,-533333,163333,323333,0291675,22851,grass
59,135,9,0,0,0166667,0182574,00555556,0136083,0481482,0,144444,0,-144444,288889,-144444,144444,1,-20944,window
45,205,9,0,0,194445,219511,333333,252982,502593,448889,617778,441111,-161111,345556,-184444,617778,0287573,-204465,path
237,83,9,0,0,0722222,0418518,583333,209222,988889,6,17,666667,-116667,213333,-966667,17,0676581,-215026,window
120,74,9,0,0,0333335,00888892,0500001,0077778,101852,891111,123222,932222,-382222,641111,-258889,123222,0276784,-222055,sky
186,90,9,0,0,444444,145551,0666667,0471405,10037,755556,15,755556,-744444,148889,-744444,15,0533928,-206703,window
20,134,9,0,0,0666667,0088889,0611111,0240741,296296,111111,644444,133333,-555556,104444,-488889,644444,0829233,-213309,window
210,153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
117,137,9,0,0,0222222,00740741,0666667,0177778,311111,155556,633333,144444,-466667,966667,-5,633333,0772487,-207507,window
18,43,9,0,0,188889,177221,155556,122323,647037,548889,825556,566667,-294444,535556,-241111,825556,0335115,-216055,cement
63,220,9,0,0,305556,15263,366667,608889,818519,655556,644444,115556,-488889,-522222,101111,115556,0486717,209315,grass
172,218,9,0,0,255556,242963,161111,241852,149259,118889,137778,191111,-911111,-344444,125556,191111,0386456,236215,grass
173,190,9,0111111,0,233333,256472,155556,120493,504444,448889,623333,441111,-166667,356667,-19,623333,0292125,-20487,path
36,243,9,0111111,0,188889,185185,2,071111,133333,988889,121111,18,-103333,-366667,14,18,0452229,236831,grass
174,188,9,0,0,288889,288033,361111,223524,504074,454444,62,437778,-148889,347778,-198889,62,0293991,-199507,path
39,124,9,0,0111111,533333,477494,65,454484,759259,411111,128889,577778,-104444,158889,-544444,128889,0772152,-226575,foliage
77,199,9,0,0,266667,18619,466667,302582,57,505556,71,494444,-193333,42,-226667,71,0303497,-204087,path
14,110,9,0,0,172222,535185,266667,102222,179259,188889,214444,134444,288889,105556,-134444,214444,0368848,-13451,brickface
76,116,9,0,0,0833333,0433334,0166667,00777777,168519,135556,232222,137778,-988889,191111,-922222,232222,0420839,-212118,window
180,123,9,0111111,0,172222,210741,111111,0518518,574815,525556,685556,513333,-147778,332222,-184444,685556,0251194,-20215,cement
51,237,9,0111111,0,255556,253567,233333,122927,141481,111111,13,183333,-911111,-344444,125556,183333,0397985,237843,grass
233,97,9,0,0,0388889,0196296,0555555,0207407,211111,0111111,555556,0666667,-6,103333,-433333,555556,0984127,-219138,foliage
121,113,9,0,0,172222,152963,294444,152963,202593,20,254444,153333,-0777778,155556,-147778,254444,0396589,-158561,brickface
202,21,9,0,0,0333333,0365148,522222,261336,407407,371111,493333,357778,-108889,257778,-148889,493333,0274519,-199081,cement
198,148,9,0111111,0,166667,0843274,111111,0981307,177778,111111,322222,1,-2,433333,-233333,322222,0612963,-204515,window
11,108,9,0,0,133333,08,138889,0951852,176667,19,211111,128889,4,103333,-143333,211111,0388756,-130213,brickface
139,95,9,0,0,361111,252469,705556,572486,468519,428889,563333,413333,-118889,284444,-165556,563333,0264571,-19708,cement
191,119,9,0,0,111111,129386,0944446,0772202,398519,362222,482222,351111,-108889,251111,-142222,482222,0271717,-2006,cement
250,172,9,0,0,0944444,0507407,133333,071111,160741,123333,15,208889,-112222,-322222,144444,208889,0409835,24177,grass
169,186,9,0,0222222,233333,165999,55,251882,494444,446667,611111,425556,-143333,35,-206667,611111,0303448,-197439,path
145,102,9,0,0,0888889,0607408,261111,148519,230741,221111,297778,173333,-288889,201111,-172222,297778,0417763,-168544,brickface
96,193,9,0,0,133333,111555,183333,184692,627037,547778,787778,545556,-237778,482222,-244444,787778,0310288,-208494,path
75,107,9,0111111,0,116667,0344445,177778,154074,167037,187778,194444,118889,622222,822222,-144444,197778,0399311,-113197,brickface
240,192,9,0,0,238889,064693,438889,23797,45963,405556,581111,392222,-162222,364444,-202222,581111,0325608,-201658,path
95,131,9,0,0,0555555,0162963,133333,0711111,533333,688889,611111,3,466667,233333,-7,722222,0592813,-0850783,brickface
145,33,9,0,0,0888889,0272163,0888888,0620634,124556,113222,140889,119556,-34,49,-15,140889,0196297,-233354,sky
52,102,9,0,0,0722222,0507407,0833333,0566667,288889,0666667,633333,166667,-666667,103333,-366667,633333,0899735,-226172,foliage
93,67,9,0,0,172222,138911,15,11879,607407,53,758889,533333,-232222,454444,-222222,758889,0303044,-21098,cement
4,126,9,0,0,116667,0744446,0944445,0596297,578148,523333,704444,506667,-164444,378889,-214444,704444,0280738,-200603,cement
185,118,9,0,0,144444,182296,116667,105555,550741,501111,663333,487778,-148889,337778,-188889,663333,0265558,-200712,cement
3,91,9,0,0111111,222222,505185,1,195556,562963,188889,106667,433333,-112222,151111,-388889,106667,0829748,-238395,foliage
78,186,9,0,0,283333,212222,355556,420741,352963,312222,438889,307778,-122222,257778,-135556,438889,0302286,-206012,path
199,25,9,0,0,1,084444,127778,0774075,10363,891111,126889,948889,-435556,697778,-262222,126889,0297528,-22521,sky
186,12,9,0,0,0444444,0272165,233333,196638,625926,388889,113333,355556,-711111,152222,-811111,113333,0687302,-205798,window
158,154,9,0,0,0944444,108355,0222222,0403687,062963,0444444,122222,0222222,-0555556,177778,-122222,122222,0277778,-186115,window
189,187,9,0,0,122222,10037,305556,238902,485185,441111,598889,415556,-132222,341111,-208889,598889,0305755,-194747,path
190,188,9,0,0,2,156347,227778,178159,497037,446667,617778,426667,-151111,362222,-211111,617778,0309236,-198456,path
183,111,9,0,0,0666667,0311111,105556,0507407,57037,688889,7,322222,355556,388889,-744444,733333,0566138,-106507,brickface
139,86,9,0111111,0,144444,127407,122222,131852,264815,242222,35,202222,-677778,255556,-187778,35,0421495,-180483,brickface
149,77,9,0,0,211111,394074,244444,602963,244815,234444,315556,184444,-311111,212222,-181111,315556,0415737,-168954,brickface
152,98,9,0,0,7,38873,105556,0772202,287778,248889,371111,243333,-116667,25,-133333,371111,0346398,-204294,cement
38,71,9,0,0,0722221,0490655,0888888,0720081,122185,111444,138333,116778,-322222,484444,-162222,138333,0194316,-23012,sky
97,75,9,0,0111111,2,191111,377778,829629,248519,24,316667,188889,-255556,204444,-178889,316667,040212,-165277,brickface
212,234,9,0,0,0444445,0118518,105556,0285185,711111,6,422222,111111,-333333,-866667,12,111111,0621324,183826,grass
8,199,9,0,0,166667,0788811,138889,0712325,15,133333,117778,198889,-5,-966667,146667,198889,0408885,19053,grass
96,96,9,0,0,1,151111,0833333,03,62963,266667,118889,433333,-108889,167778,-588889,118889,0778863,-227579,foliage
169,184,9,0111111,0,122222,0544331,25,192931,562593,512222,69,485556,-151111,382222,-231111,69,02956,-195801,path
196,129,9,0,0,0833333,0433333,0666667,0177778,633333,788889,733333,377778,466667,3,-766667,822222,0540123,-0932783,brickface
250,37,9,0,0,0611111,0240739,105555,0951851,959259,801111,121111,865556,-474444,755556,-281111,121111,0338487,-225844,sky
226,110,9,0,0,0333333,00888889,05,0211111,166667,0111111,444444,0444444,-466667,833333,-366667,444444,0977778,-215598,foliage
245,18,9,0,0,1,102222,116667,0211111,137889,131444,147889,134333,-193333,30,-106667,147889,0111218,-227511,sky
53,135,9,0,0,0555555,0207407,0333333,00888889,0740741,0,211111,0111111,-222222,411111,-188889,211111,0888889,-213745,foliage
138,203,9,0,0,166667,164655,227778,187873,112593,877778,811111,168889,-744444,-944444,168889,168889,0538945,201975,grass
74,122,9,0,0,122222,124127,133333,0699206,161481,8,283333,121111,-244444,365556,-121111,283333,0718221,-230599,foliage
35,67,9,0111111,0,266667,113529,383333,194079,106074,921111,125556,100556,-418889,584444,-165556,125556,026644,-235734,sky
245,78,9,0111111,0,188889,100741,405556,566296,301852,251111,403333,251111,-152222,304444,-152222,403333,0392034,-20667,cement
54,126,9,0,0,0666667,0311111,05,0166667,140741,0,366667,0555556,-422222,677778,-255556,366667,1,-222994,foliage
70,60,9,0,0,0944445,13963,216667,136667,237778,224444,31,178889,-4,216667,-176667,31,0420823,-171313,brickface
171,187,9,0,0111111,294445,173098,266667,243128,483704,433333,601111,416667,-151111,352222,-201111,601111,0306725,-199855,path
21,147,9,0111111,0,194444,161852,133333,0844445,625926,577778,844444,455556,-144444,655556,-511111,866667,0464069,-158434,cement
8,39,9,0111111,0,138889,112963,183333,0699999,11337,102556,132,105556,-324444,558889,-234444,132,0222954,-219816,sky
159,111,9,0,0,0444445,0074074,0611111,0151852,592593,766667,688889,322222,522222,288889,-811111,766667,0581349,-0872666,brickface
146,140,9,0,0,105556,0462963,1,0577778,633333,788889,733333,377778,466667,3,-766667,822222,0537017,-0909267,brickface
136,92,9,0,0,805555,447741,1,0177777,154074,116667,226667,118889,-112222,217778,-105556,226667,053355,-211327,window
74,129,9,0,0,0222222,00296296,0111111,00296296,0518518,0,155556,0,-155556,311111,-155556,155556,1,-20944,foliage
83,198,9,0,0,238889,149691,483333,300925,597778,531111,74,522222,-20,426667,-226667,74,0296314,-205057,path
133,96,9,0111111,0,1,102222,277778,336296,218889,221111,273333,162222,0666667,163333,-17,273333,0406451,-153069,brickface
211,154,9,0,0,0111111,00296296,0388889,0062963,0259259,0,0777778,0,-0777778,155556,-0777778,0777778,0555556,-20944,window
41,139,9,0,0,00555556,00185185,0111111,00296296,12963,0,388889,0,-388889,777778,-388889,388889,1,-20944,window
185,186,9,0,0,216667,185891,3,13499,482222,44,588889,417778,-126667,32,-193333,588889,0290427,-195602,path
117,147,9,0,0,0611111,0107407,0777778,0562963,677778,544444,11,388889,-4,126667,-866667,11,0643678,-178339,brickface
163,177,9,0111111,0,116667,07,25,078889,245185,212222,214444,308889,-988889,-922222,191111,308889,0321139,212542,grass
94,127,9,0,0,0777778,0501849,0777778,0688531,274074,0555556,555556,211111,-655556,844444,-188889,555556,0915344,-240894,foliage
25,41,9,0,0,1,0577774,15,0655553,113407,103889,131222,105111,-285556,534444,-248889,131222,0208293,-213982,sky
1,115,9,0111111,0,183333,238889,222222,496296,165556,156667,217778,122222,-266667,156667,-13,218889,0425538,-154801,brickface
234,110,9,0,0,0833333,0211111,05,0566667,181481,0111111,488889,0444444,-511111,922222,-411111,488889,0984127,-215251,foliage
187,75,9,0,0,155556,091084,566667,480278,397037,357778,482222,351111,-117778,255556,-137778,482222,0275059,-203643,cement
121,60,9,0,0,227778,232963,288889,287407,267407,246667,352222,203333,-622222,254444,-192222,352222,04223,-177611,brickface
47,96,9,0,0,0944445,0574134,0833333,0752772,619259,544444,77,543333,-224444,452222,-227778,77,0297221,-208911,cement
134,148,9,0,0,0111111,0172133,00555556,0136083,0037037,0,0111111,0,-0111111,0222222,-0111111,0111111,0111111,-20944,window
41,101,9,0,0,172222,0928957,205555,155516,643704,568889,794444,567778,-224444,452222,-227778,794444,0289362,-208957,cement
249,178,9,0,0,227778,176908,522222,493363,47963,426667,588889,423333,-158889,327778,-168889,588889,0289863,-210254,path
191,101,9,0,0,111111,0779363,111111,118634,45037,39,571111,39,-181111,362222,-181111,571111,0322733,-20943,cement
249,200,9,0,0,255555,262185,25,120646,452963,406667,557778,394444,-138889,314444,-175556,557778,0292784,-201665,path
249,173,9,0111111,0,166667,164654,361111,211257,551852,485556,695556,474444,-198889,431111,-232222,695556,0321085,-204172,path
140,25,9,0,0,0999999,146667,111111,0118518,128,117778,142333,123889,-306667,43,-123333,142333,0172504,-235455,sky
140,25,9,0,0,0999999,146667,111111,0118518,128,117778,142333,123889,-306667,43,-123333,142333,0172504,-235455,sky
206,80,9,0,0,488889,148296,383333,361222,10037,655556,151111,844444,-104444,152222,-477778,151111,0597765,-232626,foliage
36,145,9,0,0,0277778,0196296,127778,206296,0851852,0333333,144444,0777778,-155556,177778,-0222222,144444,0251852,-253095,foliage
161,73,9,0,0,0833333,0505524,061111,0389682,438519,43,487778,397778,-255556,147778,-122222,487778,0184376,-172044,cement
7,90,9,0,0,127778,0854184,244444,201843,466667,255556,577778,566667,-633333,333333,3,622222,0665344,-304418,foliage
17,110,9,0111111,0,127778,126296,272222,29963,396296,144444,644444,4,-755556,744444,0111111,644444,0806658,-261865,foliage
114,193,9,0,0,316667,246532,45,250111,578148,511111,725556,497778,-201111,442222,-241111,725556,0314092,-20338,path
244,211,9,0,0,166667,133333,2,231111,136296,107778,128889,172222,-855556,-222222,107778,172222,0374806,244102,grass
11,200,9,0,0,316667,303132,394444,248029,535556,464444,673333,468889,-213333,413333,-20,673333,0313032,-211673,path
103,39,9,0,0,0499997,0299997,111111,0429627,127519,116556,142889,123111,-328889,461111,-132222,142889,0184263,-235296,sky
96,115,9,0,0,0388889,0151852,0333333,0177778,677778,777778,855556,4,3,533333,-833333,866667,053858,-121036,brickface
197,58,9,0,0,0833335,062361,144444,10037,122259,110444,138778,117556,-354444,495556,-141111,138778,0204147,-235727,sky
183,105,9,0,0,211111,114074,0777776,0651852,655556,60,787778,578889,-166667,396667,-23,787778,0264986,-198948,cement
176,118,9,0,0,0388889,0151852,0722222,0196296,607407,766667,7,355556,477778,277778,-755556,766667,0537698,-087829,brickface
69,139,9,0,0,283333,177326,211111,166889,180741,16,225556,156667,-622222,134444,-722222,238889,0386612,-170283,foliage
95,127,9,0,0,0222222,00740741,0222222,00296296,062963,0,188889,0,-188889,377778,-188889,188889,1,-20944,foliage
254,159,9,0,0,355556,754074,148333,1527,366296,313333,462222,323333,-158889,287778,-128889,462222,0294845,-231687,path
97,123,9,0,0,155556,109629,132222,108741,528148,48,641111,463333,-144444,338889,-194444,641111,0280593,-199411,cement
82,120,9,0,0,566667,469333,594444,60063,696296,333333,127778,477778,-108889,174444,-655556,127778,0822893,-224013,foliage
145,152,9,0,0,0722222,114342,277778,110889,25037,196667,257778,296667,-161111,222222,138889,296667,0337989,273113,grass
177,130,9,0,0,00555556,0136083,0222222,0272166,118519,0666667,288889,0,-155556,511111,-355556,288889,1,-186115,window
166,180,9,0,0,144444,158519,733333,459556,314444,286667,377778,278889,-833333,19,-106667,377778,0252953,-202103,path
249,154,9,0,0111111,422222,18163,172222,317407,42963,255556,766667,266667,-522222,101111,-488889,766667,0815344,-209581,window
252,137,9,0,0,0888889,0544331,0611111,0712325,0740741,0333333,177778,0111111,-122222,311111,-188889,177778,075,-200761,window
120,227,9,0,0,144444,118634,188889,0807373,126296,944444,11,174444,-955556,-488889,144444,174444,0458364,229185,grass
27,112,9,0,0,0222222,0344265,0111111,0272166,0148148,0,0444444,0,-0444444,0888889,-0444444,0444444,0222222,-20944,foliage
182,197,9,0111111,0,216667,0691215,238889,158348,128519,104444,127778,153333,-722222,-0222222,744444,153333,0322069,262821,grass
52,66,9,0111111,0,116667,0255557,183333,212223,114222,106889,128778,107,-22,436667,-216667,128778,0174128,-209899,sky
230,12,9,0,0,0888888,0272164,161111,0975626,119037,107222,135333,114556,-354444,488889,-134444,135333,0207675,-236887,sky
155,68,9,0,0,344444,378692,0166667,0278887,22963,211111,288889,188889,-0555556,177778,-122222,288889,0115741,-186115,window
83,53,9,0,0,0555555,0455419,0722223,0490652,123444,112333,138222,119778,-333333,443333,-11,138222,0187217,-239327,sky
2,95,9,0111111,0,205556,134026,0888891,091084,556296,474444,716667,477778,-245556,481111,-235556,716667,0337756,-210786,cement
214,195,9,0,0,0833333,065828,2,0966091,465556,411111,573333,412222,-163333,323333,-16,573333,0290299,-210138,path
